Nama Lokasi,Level,Polygon XML
Tangerang > Daan Mogot,,
Tangerang > Daan Mogot > Hotel Istana Nelayan,3,"<coordinates>106.58976450562477,-6.192027243462959 106.58995226025581,-6.191813918543011 106.58971354365349,-6.191613926352302 106.58954456448555,-6.191800585732657 106.58976450562477,-6.192027243462959 </coordinates>"
Tangerang > Karang Tengah,,
Tangerang > Karang Tengah > Metro Permata I,3,"<coordinates>106.71073481440544,-6.202050750937367 106.71086356043816,-6.201885427272364 106.71096011996269,-6.201773433792427 106.71083405613899,-6.201562779325221 106.71045318245888,-6.20121079952137 106.71014741063118,-6.201530781170949 106.71074017882347,-6.202048084427051 </coordinates>"
Tangerang > Karang Tengah > Palm Ganda Asri 2,,
Tangerang > Karang Tengah > Rest Area KM 13.5,3,"<coordinates>106.68182462453842,-6.214100573231114 106.68203383684158,-6.214708523321939 106.68335348367691,-6.214297890442848 106.68314963579178,-6.213727270195715 106.68182462453842,-6.214100573231114 </coordinates>"
Tangerang > Karawaci,,
Tangerang > Karawaci > Apartement Amartapura,,
Tangerang > Karawaci > City Mall Tangerang,3,"<coordinates>106.60921186208725,-6.170864992160743 106.60953909158707,-6.1691849888884205 106.6101935505867,-6.169270322516348 106.609887778759,-6.17094499218373 106.60957664251328,-6.171035658861845 106.60920649766922,-6.170875658831175 </coordinates>"
Tangerang > Karawaci > Ramayana Cimone,3,"<coordinates>106.6158114373684,-6.184379491275051 106.6158677637577,-6.185491462119371 106.6165141761303,-6.185448796614537 106.61644980311394,-6.184312826282012 106.61582484841347,-6.18433949228024 106.61581147052868,-6.184380121317043 </coordinates>"
Tangerang > Karawaci > Ruko Barcelona Palem Semi,3,"<coordinates>106.61174923181534,-6.2204253529641 106.61179214715958,-6.2208253153981525 106.61339610815048,-6.220798651245359 106.61337465047836,-6.220489346973994 106.61328345537186,-6.220436018632963 106.61319226026535,-6.220398688791001 106.6117425262928,-6.220422686546846 </coordinates>"
Tangerang > Karawaci > Ruko Liga Mas,,
Tangerang > Karawaci > Ruko New Asia,3,"<coordinates>106.58469043672085,-6.232620070675002 106.58469177782536,-6.232776052438292 106.5850967913866,-6.232828046349084 106.58551789820194,-6.233061352295613 106.58560641109943,-6.232940033216368 106.58525101840496,-6.232728058054517 106.58497206866741,-6.232644067872366 106.58469177782536,-6.23261873749734 </coordinates>"
Tangerang > Karawaci > Supermal Karawaci,3,"<coordinates>106.60615414381027,-6.225272877152264 106.60522073507309,-6.226595406238271 106.60600394010544,-6.227000696743099 106.60578399896622,-6.227528640484176 106.607366502285,-6.228355218002511 106.60762399435043,-6.22802458715134 106.60816580057144,-6.22823789740173 106.60859495401382,-6.227619297436816 106.60905092954636,-6.2269580345994235 106.60889536142349,-6.22661140455362 106.60838574171066,-6.2263181020284435 106.6080316901207,-6.226670065038992 106.6069158911705,-6.22613678765823 106.6069158911705,-6.225560847478815 106.60640627145767,-6.225219549296699 106.60629361867905,-6.225192885366887 106.60615409687739,-6.225272943577996 </coordinates>"
Tangerang > Kec. Tangerang,,
Tangerang > Kec. Tangerang > 88 Food Court,3,"<coordinates>106.63167133927345,-6.177995613421325 106.63167133927345,-6.178235610222726 106.6319851577282,-6.178227610331087 106.63211658596992,-6.178051612684714 106.63167268037796,-6.177995613421325 </coordinates>"
Tangerang > Kec. Tangerang > Bale Kota Mall,3,"<coordinates>106.64313644170761,-6.1815848875595725 106.64212793111801,-6.1815742211048965 106.64212256669998,-6.1792862616055695 106.64249807596207,-6.179158263579132 106.642487347126,-6.178096945417411 106.64368361234665,-6.178054279316159 106.64379626512527,-6.1782196104393465 106.64388209581375,-6.178635604649888 106.64386063814163,-6.1788329351226015 106.64343684911728,-6.180923566962658 106.6432973742485,-6.181520888828259 106.64313644170761,-6.1815848875595725 </coordinates>"
Tangerang > Kec. Tangerang > Metropolis Town Square,3,"<coordinates>106.63596287369728,-6.197168347963592 106.63638934493065,-6.198010972347844 106.63734957575798,-6.198674938082372 106.63793966174126,-6.1984802815479965 106.6372101008892,-6.1966270410828095 106.63683459162712,-6.1964990472564345 106.63631156086922,-6.1965523780212015 106.63610503077507,-6.196659039534553 106.63595214486122,-6.196776367174348 106.635911911726,-6.196925693223635 106.63596086204052,-6.197165681428581 106.63596327602863,-6.197169147924084 </coordinates>"
Tangerang > Kec. Tangerang > Plaza Tangerang,3,"<coordinates>106.62937805056572,-6.174862311864835 106.62943974137306,-6.175307641812198 106.62980988621712,-6.175288975294973 106.62978038191795,-6.174478314483814 106.62937000393867,-6.174475647834354 106.62937603890896,-6.174859645217322 106.62937805056572,-6.174862311864835 106.62937834142963,-6.174864365017421 </coordinates>"
Tangerang > Kec. Tangerang > Ruko Induk Pasar Tanah Tinggi,3,"<coordinates>106.64436891674995,-6.173243654351211 106.64446011185646,-6.174094316824367 106.64638191461563,-6.173851651493252 106.64626389741898,-6.1728329892200735 106.64437562227249,-6.173056988421979 106.6443595290184,-6.173232987728448 106.64436891674995,-6.173243654351211 </coordinates>"
Tangerang > Kec. Tangerang > Ruko Metropolis Town Square,3,"<coordinates>106.63780555129051,-6.196368386859986 106.63814082741737,-6.197165681428581 106.63835808634758,-6.1970830188369765 106.63804695010185,-6.196269724906541 106.63780689239502,-6.196368386859986 </coordinates>"
Tangerang > Kec. Tangerang > Ruko Modern Town Market,3,"<coordinates>106.63591057062149,-6.194880455982059 106.6359481215477,-6.195445763548053 106.63644701242447,-6.195499094419254 106.63721412420273,-6.195221773830167 106.63694053888321,-6.1945231386233495 106.6359132528305,-6.194880455982059 </coordinates>"
Tangerang > Kec. Tangerang > Tangerang City Business Park,3,"<coordinates>106.63510724902153,-6.1942111523735495 106.63457617163658,-6.19320586209227 106.63561418652534,-6.193197862427189 106.6358931362629,-6.1938138362842565 106.6351106017828,-6.194216485473391 106.63510724902153,-6.1942111523735495 </coordinates>"
Tangerang > Kec. Tangerang > Tangerang CIty Mall,3,"<coordinates>106.63304731249809,-6.193843168354763 106.63362130522728,-6.194885789075133 106.63410946726799,-6.194664465667266 106.63418725132942,-6.19475779482647 106.63464322686195,-6.194547137557996 106.63469150662422,-6.194336480205455 106.63483634591103,-6.194195153073729 106.63469687104225,-6.193920498351012 106.63433209061623,-6.193200528982212 106.63411751389503,-6.19320586209227 106.63306072354317,-6.193776504555794 106.63304798305035,-6.193843168354763 </coordinates>"
Tangerang > Larangan,,
Tangerang > Larangan > Giant Ciledug,3,"<coordinates>106.73932179808617,-6.23540507141833 106.73932179808617,-6.23540507141833 </coordinates>"
Tangerang > Larangan > Puri Beta 1,3,"<coordinates>106.7243966460228,-6.226510081881623 106.72453612089157,-6.226835380917056 106.72485262155533,-6.226734058288288 106.72464340925217,-6.226408759190084 106.7243966460228,-6.226510081881623 </coordinates>"
Tangerang > Larangan > Puri Beta 2,3,"<coordinates>106.72405198216438,-6.230120356603877 106.72408685088158,-6.230389659705441 106.72436848282814,-6.230330999635692 106.7242880165577,-6.230091026554767 106.72405198216438,-6.230120356603877 </coordinates>"
Tangerang > Larangan > Tomang Tol Plaza,3,"<coordinates>106.73080176115036,-6.2324720879336075 106.73111826181412,-6.232552078609809 106.73101097345352,-6.232866708484538 106.73071928322315,-6.232781385147334 106.73080176115036,-6.2324720879336075 </coordinates>"
Tangerang > Larangan > Ubud Village,3,"<coordinates>106.7221087217331,-6.230482982530188 106.7223447561264,-6.230632299015255 106.72251641750336,-6.230408324271714 106.72227904200554,-6.230288337762656 106.7221087217331,-6.230482982530188 </coordinates>"
Tangerang > Larangan > Ubud Village,3,"<coordinates>106.7221087217331,-6.230482982530188 106.7223447561264,-6.230632299015255 106.72251641750336,-6.230408324271714 106.72227904200554,-6.230288337762656 106.7221087217331,-6.230482982530188 </coordinates>"
Tangerang > Neglasari,,
Tangerang > Neglasari > Komplek Pertokoan Mandala,,
Tangerang > Neglasari > Komplek Pertokoan Mandala,,
Tangerang > Neglasari > Komplek Pertokoan Mandala,,
Tangerang > Pamulang,,
Tangerang > Pamulang > Bintaro IX Walk,3,"<coordinates>106.71342104673386,-6.283711609873277 106.71463340520859,-6.2835249832177125 106.71388775110245,-6.280746904231825 106.71285778284073,-6.280816223081725 106.71342104673386,-6.283711609873277 </coordinates>"
Tangerang > Pamulang > Giant Gaplek,3,"<coordinates>106.7489992082119,-6.346206433855416 106.74901530146599,-6.346576976141948 106.74940958619118,-6.346566313058278 106.7493961751461,-6.346198436536935 106.7489992082119,-6.346206433855416 </coordinates>"
Tangerang > Pamulang > Pamulang Square,3,"<coordinates>106.72456428408623,-6.342466341037386 106.72467961907387,-6.343154114953722 106.72567203640938,-6.34298883603434 106.72555133700371,-6.342293064518387 106.72456428408623,-6.342466341037386 </coordinates>"
Tangerang > Pamulang > Pasar Kita,3,"<coordinates>106.73784926533699,-6.3403443661173755 106.73788413405418,-6.3405469671149985 106.73814430832863,-6.340565627729203 106.73814967274666,-6.340341700314249 106.73784926533699,-6.3403443661173755 </coordinates>"
Tangerang > Pamulang > Perum Griya Jakarta,,
Tangerang > Pamulang > Ricastro,3,"<coordinates>106.70211419463158,-6.314938637337547 106.70236095786095,-6.315039942827399 106.70228317379951,-6.315207896622161 106.70205250382423,-6.3151385823642565 106.70211419463158,-6.314938637337547 </coordinates>"
Tangerang > Pamulang > Ruko Mutiara,,
Tangerang > Pamulang > Ruko Pamulang  8,,
Tangerang > Pamulang > Ruko Pamulang  Permai,3,"<coordinates>106.72757238149643,-6.3427569123000325 106.72854870557785,-6.343268743850542 106.7294391989708,-6.34359396988418 106.73022240400314,-6.343775243322054 106.73096269369125,-6.343919195712583 106.73147767782211,-6.344009832382291 106.73166006803513,-6.3434766752727665 106.7306998372078,-6.3431941017810916 106.72975569963455,-6.342922191293802 106.7279103398323,-6.342191764372605 106.72757826847123,-6.342758595020106 </coordinates>"
Tangerang > Pamulang > Ruko Pamulang Permai I,3,"<coordinates>106.72922998666763,-6.342799564948658 106.72951430082321,-6.343487338420353 106.73145622015,-6.343924527281827 106.73161178827286,-6.343354049059553 106.72922998666763,-6.342788901786835 </coordinates>"
Tangerang > Pamulang > Ruko Perumahan Pondok Benda Indah,,
Tangerang > Pamulang > Ruko Villa Dago Square,3,"<coordinates>106.71966657042503,-6.343527325221883 106.71972826123238,-6.344279076513 106.72018893063068,-6.344267080490363 106.72005482017994,-6.343687272396925 106.71966657042503,-6.343527325221883 </coordinates>"
Tangerang > Periuk,,
Tangerang > Periuk > Perumahan Taman Cibodas Raya,3,"<coordinates>106.60003401339054,-6.182028878544876 106.60031832754612,-6.182060877880763 106.60046853125095,-6.180942233281174 106.60015068948269,-6.1811742288990965 106.60003133118153,-6.182026211933468 106.60003401339054,-6.182028878544876 </coordinates>"
Tangerang > Periuk > Ruko Alamanda,,
Tangerang > Periuk > Ruko Duta Mas Plaza,3,"<coordinates>106.59848436713219,-6.187712730208227 106.59890815615654,-6.187790061101978 106.59900203347206,-6.187384740429602 106.59907177090645,-6.186971419686993 106.5990985929966,-6.186480767547139 106.59859165549278,-6.1864061030511515 106.5985594689846,-6.186400769872456 106.59846995025873,-6.187706063751341 106.59848463283902,-6.18771277813084 </coordinates>"
Tangerang > Periuk > Ruko Grand Tomang,,
Tangerang > Periuk > Ruko Palazzo,,
Tangerang > Periuk > Ruko Regency 1,,
Tangerang > Periuk > Toserba Sabar Subur,3,"<coordinates>106.5851940214634,-6.192984537980152 106.58526107668877,-6.192939206524053 106.58534958958626,-6.192832544259048 106.58538982272148,-6.192699216397505 106.58537909388542,-6.192579221293342 106.58528253436089,-6.192533889802448 106.58520206809044,-6.1925232235687435 106.58507600426674,-6.192539222919236 106.58494994044304,-6.192603220316358 106.5849258005619,-6.192693883282358 106.58497139811516,-6.192824544588317 106.58504381775856,-6.192899208177198 106.58511891961098,-6.192936539967695 106.58519541545706,-6.1929835944168135 </coordinates>"
Tangerang > Pinang,,
Tangerang > Pinang > Giant Express,,
Tangerang > Pinang > Great Western Hotel,3,"<coordinates>106.63225203752518,-6.222035866510661 106.63226813077927,-6.222217182296235 106.6325095295906,-6.222233180744887 106.63265973329544,-6.222185185397429 106.63264364004135,-6.222019868055979 106.63226209580898,-6.222027867283377 106.63225203752518,-6.222035866510661 </coordinates>"
Tangerang > Pinang > Mall @ Alam Sutera,3,"<coordinates>106.65142983198166,-6.2231184274785285 106.65153175592422,-6.2232944100852166 106.65175706148148,-6.223555717483372 106.65198773145676,-6.223555717483372 106.65249735116959,-6.223523720666104 106.65362924337387,-6.223390400573117 106.65414959192276,-6.223113094671349 106.65447145700455,-6.222697135544284 106.6549864411354,-6.222083861871745 106.65530294179916,-6.221694566038712 106.65553361177444,-6.221166616434575 106.65518492460251,-6.220729324441744 106.65462166070938,-6.220452017135837 106.65411740541458,-6.220308030592372 106.653473675251,-6.2204946798078025 106.65276020765305,-6.220601336472576 106.6519233584404,-6.220851979549598 106.65174633264542,-6.221086624024041 106.65137618780136,-6.221305269917305 106.65106505155563,-6.221614573708532 106.65086656808853,-6.222009202419265 106.65075927972794,-6.2222811760879555 106.65089339017868,-6.222782460520276 106.65108650922775,-6.222931779194913 106.65130108594894,-6.222979774474167 106.65143073319496,-6.2231200084831535 </coordinates>"
Tangerang > Pinang > Mall Serpong,3,"<coordinates>106.62834137678146,-6.2428067822409306 106.6275903582573,-6.242785451812411 106.62761181592941,-6.2422148625271765 106.62775129079819,-6.24218286684791 106.62774592638016,-6.241862909947842 106.6271236538887,-6.2419109034953095 106.62724167108536,-6.241617609525443 106.62733286619186,-6.241143006208172 106.62751525640488,-6.240679067718443 106.6275742650032,-6.240588413023056 106.62790149450302,-6.240689732975704 106.62809863686562,-6.2403004509454005 106.62787064909935,-6.24015380353022 106.62760511040688,-6.239991158167199 106.62766680121422,-6.23980184956634 106.62811204791069,-6.238586006781502 106.62828639149666,-6.238575341481444 106.62869408726692,-6.238732654635408 106.62910178303719,-6.238871303477722 106.62916347384453,-6.238892634065599 106.62920102477074,-6.239007285960515 106.62928149104118,-6.239167265306866 106.62933245301247,-6.239287249784593 106.62950411438942,-6.239295248748794 106.62942096590996,-6.239489890173462 106.6293565928936,-6.239729858953704 106.62926003336906,-6.2401191414079 106.62911519408226,-6.240436433057341 106.6290132701397,-6.240817716045787 106.62890061736107,-6.241060350530317 106.62884697318077,-6.241167003015435 106.62872359156609,-6.241113676775592 106.62854388356209,-6.241377641609778 106.6286726295948,-6.241446965685596 106.62873432040215,-6.241513623442147 106.62873968482018,-6.241676268332551 106.62879601120949,-6.241798918544374 106.62879064679146,-6.241897571954786 106.62874773144722,-6.241937566575328 106.62865653634071,-6.242094878719873 106.62856534123421,-6.242134873325352 106.62849560379982,-6.24220419730097 106.62851706147194,-6.242294851716761 106.62849828600883,-6.242470827890879 106.62845000624657,-6.24256681487003 106.62841781973839,-6.242636138788475 106.62837490439415,-6.242721460521649 106.62834472954273,-6.242778786053325 106.62834338843822,-6.2428067822409306 </coordinates>"
Tangerang > Pinang > Menara Top Food,3,"<coordinates>106.6508236527443,-6.223155757127303 106.65134400129318,-6.223219750804741 106.651311814785,-6.223747698346162 106.6507539153099,-6.223614378310005 106.65081694722176,-6.223150424320492 </coordinates>"
